	address_x	coord_x	address_y	coord_y	address	sub
6510	улица Ленина, 66, Новоаннинский, Волгоградская область, Россия	(50.530872, 42.665511)	Каспийское море	(41.720703, 50.824765)	улица ленина,66,новоаннинский,волгоградская область,россия	['волгоградская']
6511	Волгоградская улица, 44, Новороссийск, Краснодарский край, Россия	(44.684871, 37.773493)	Западный Азербайджан, Иран	(37.716911, 44.868153)	волгоградская улица,44,новороссийск,краснодарский край,россия	['краснодарский']
6512	проспект Ленина, 6, посёлок Локоть, Локотское городское поселение, Брасовский район, Брянская область, Россия	(52.563024, 34.577916)	Семнан, Иран	(35.338614, 54.724559)	проспект ленина,6,поселок локоть,локотское городское поселение,брасовский район,брянская область,россия	['брянская']
6513	улица Дегтярёва, 18, Ковров, Владимирская область, Россия	(56.373305, 41.310681)	Кунградский район, Республика Каракалпакстан, Узбекистан	(43.531151, 57.312551)	улица дегтярева,18,ковров,владимирская область,россия	['владимирская']
6514	Весенняя улица, 72, деревня Ивановка, Беловский район, Кемеровская область, Россия	(54.469144, 86.246855)			весенняя улица,72,деревня ивановка,беловский район,кемеровская область,россия	['кемеровская']
6515	село Заринское, Беловский район, Кемеровская область, Россия	(54.59617, 86.503692)			село заринское,беловский район,кемеровская область,россия	['кемеровская']
6516	Садовый переулок, село Евтино, Беловский район, Кемеровская область, Россия	(54.356005, 86.706433)			садовый переулок,село евтино,беловский район,кемеровская область,россия	['кемеровская']
6517	Новая улица, село Вишнёвка, Беловский район, Кемеровская область, Россия	(54.410625, 86.397862)			новая улица,село вишневка,беловский район,кемеровская область,россия	['кемеровская']
6518	Центральная улица, 6, село Беково, Беловский район, Кемеровская область, Россия	(54.368301, 86.197717)			центральная улица,6,село беково,беловский район,кемеровская область,россия	['кемеровская']
6519	улица Ленина, 203, Горячий Ключ, Краснодарский край, Россия	(44.636266, 39.140962)	Западный Азербайджан, Иран	(37.716911, 44.868153)	улица ленина,203,горячий ключ,краснодарский край,россия	['краснодарский']
6520	село Ростоши, Эртильский район, Воронежская область, Россия	(51.591187, 40.932095)	Каспийское море	(41.720703, 50.824765)	село ростоши,эртильский район,воронежская область,россия	['воронежская']
6521	проспект Ленина, 124, Магнитогорск, Челябинская область, Россия	(53.382512, 58.989418)	Афанасьевский район, Кировская область, Россия	(58.88623, 53.262793)	афанасьевский район,кировская область,россия	['кировская', 'челябинская']
6522	Майская улица, 125, Новоалтайск, Алтайский край, Россия	(53.387421, 83.925483)	Северный Ледовитый океан	(81.41805, 0.202202)	майская улица,125,новоалтайск,алтайский край,россия	['алтайский']
6523	улица Ленина, 12, посёлок городского типа Смирных, Сахалинская область, Россия	(49.746399, 142.833576)			улица ленина,12,поселок городского типа смирных,сахалинская область,россия	['сахалинская']
6524	улица Дзержинского, 45, Лабытнанги, Ямало-Ненецкий автономный округ, Россия	(66.664289, 66.357724)	Приуральский район, Ямало-Ненецкий автономный округ, Россия	(66.870715, 67.647228)	приуральский район,ямало-ненецкий автономный округ,россия	['ямало-ненецкий']
6525	Красноармейская улица, 2, посёлок Прогресс, Новокубанский район, Краснодарский край, Россия	(45.201395, 40.977712)	Тавушская область, Армения	(40.906896, 45.218874)	красноармейская улица,2,поселок прогресс,новокубанский район,краснодарский край,россия	['краснодарский']
6526	улица Свободы, посёлок Антропово, Антроповский район, Костромская область, Россия	(58.398553, 43.013132)	Кунградский район, Республика Каракалпакстан, Узбекистан	(43.531151, 57.312551)	улица свободы,поселок антропово,антроповский район,костромская область,россия	['костромская']
6527	улица Турку, 11к1, Санкт-Петербург, Россия	(59.866775, 30.382451)	Систан и Белуджистан, Иран	(27.687912, 60.721631)	улица турку,11к1,санкт-петербург,россия	['санкт-петербург']
6528	Советская улица, 13, Сыктывкар, Республика Коми, Россия	(61.672195, 50.838114)	Айтекебийский район, Актюбинская область, Казахстан	(50.202229, 61.122926)	советская улица,13,сыктывкар,республика коми,россия	['коми']
6529	Советская улица, 34, село Новый Некоуз, Некоузский район, Ярославская область, Россия	(57.901847, 38.061681)	Ахалский велаят, Туркменистан	(38.687046, 58.900314)	советская улица,34,село новый некоуз,некоузский район,ярославская область,россия	['ярославская']
6530	микрорайон Скуратовский, 1, Тула, Россия	(54.097855, 37.59392)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	микрорайон скуратовский,1,тула,россия	['тульская']
6531	улица Ольминского, 1, Бирюч, Красногвардейский район, Белгородская область, Россия	(50.6494, 38.397238)	Каспийское море	(41.720703, 50.824765)	улица ольминского,1,бирюч,красногвардейский район,белгородская область,россия	['белгородская']
6532	улица Октябрьской Революции, 17, село Ловцы, городской округ Луховицы, Московская область, Россия	(55.008981, 39.247664)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	улица октябрьской революции,17,село ловцы,городской округ луховицы,московская область,россия	['московская']
6533	улица Шашина, 6, село Дединово, городской округ Луховицы, Московская область, Россия	(55.055578, 39.111578)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	улица шашина,6,село дединово,городской округ луховицы,московская область,россия	['московская']
6534	Парковая улица, 2, посёлок Орешково, городской округ Луховицы, Московская область, Россия	(54.849313, 39.305731)	хребет Малый Балхан, Балканский велаят, Туркменистан	(39.311289, 54.924353)	парковая улица,2,поселок орешково,городской округ луховицы,московская область,россия	['московская']
6535	Молодёжная улица, 6А, деревня Павловское, городской округ Луховицы, Московская область, Россия	(54.850376, 39.132294)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	молодежная улица,6а,деревня павловское,городской округ луховицы,московская область,россия	['московская']
6536	Клубная улица, 19, посёлок Врачово-Горки, городской округ Луховицы, Московская область, Россия	(54.913267, 39.222188)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	клубная улица,19,поселок врачово-горки,городской округ луховицы,московская область,россия	['московская']
6537	Вокзальная улица, 1А, посёлок Фруктовая, городской округ Луховицы, Московская область, Россия	(54.914121, 39.263852)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	вокзальная улица,1а,поселок фруктовая,городской округ луховицы,московская область,россия	['московская']
6538	деревня Тростье, Жуковский район, Калужская область, Россия	(55.014159, 36.946091)	Голестан, Иран	(37.578935, 55.308428)	деревня тростье,жуковский район,калужская область,россия	['калужская']
6539	Школьная улица, 2, село Трубино, Жуковский район, Калужская область, Россия	(54.981221, 36.702701)	Семнан, Иран	(35.338614, 54.724559)	школьная улица,2,село трубино,жуковский район,калужская область,россия	['калужская']
6540	деревня Бухловка, Жуковский район, Калужская область, Россия	(55.188129, 36.907778)	Голестан, Иран	(37.578935, 55.308428)	деревня бухловка,жуковский район,калужская область,россия	['калужская']
6541	деревня Верховье, Жуковский район, Калужская область, Россия	(55.075855, 36.680378)	Семнан, Иран	(35.338614, 54.724559)	деревня верховье,жуковский район,калужская область,россия	['калужская']
6542	село Истье, Жуковский район, Калужская область, Россия	(55.128984, 36.847141)	Голестан, Иран	(37.578935, 55.308428)	село истье,жуковский район,калужская область,россия	['калужская']
6543	Коммунистическая улица, 5, Жуков, Калужская область, Россия	(55.031396, 36.747051)	Семнан, Иран	(35.338614, 54.724559)	коммунистическая улица,5,жуков,калужская область,россия	['калужская']
6544	улица Ольминского, 1, Бирюч, Красногвардейский район, Белгородская область, Россия	(50.6494, 38.397238)	Каспийское море	(41.720703, 50.824765)	улица ольминского,1,бирюч,красногвардейский район,белгородская область,россия	['белгородская']
6545	улица Исаева, 3, Гудермес, Чеченская Республика, Россия	(43.350759, 46.091345)	Приютненский район, Республика Калмыкия, Россия	(46.081911, 43.917125)	приютненский район,республика калмыкия,россия	['калмыкия', 'чеченская']
6546	площадь Труда, 2, посёлок Тоншалово, Череповецкий район, Вологодская область, Россия	(59.188374, 37.946293)	Ахалский велаят, Туркменистан	(38.687046, 58.900314)	площадь труда,2,поселок тоншалово,череповецкий район,вологодская область,россия	['вологодская']
6547	Московское шоссе, 34, Самара, Россия	(53.211962, 50.177502)	Сырымский район, Западно-Казахстанская область, Казахстан	(50.325986, 52.678107)	московское шоссе,34,самара,россия	['самарская']
6548	Колхозная улица, село Каменка, Чугуевский район, Приморский край, Россия	(44.346331, 133.934057)			колхозная улица,село каменка,чугуевский район,приморский край,россия	['приморский']
6549	улица Ленина, 72, село Большие Березники, Большеберезниковский район, Республика Мордовия, Россия	(54.17164, 45.961619)	пески, Казахстан	(46.121835, 54.190214)	улица ленина,72,село большие березники,большеберезниковский район,республика мордовия,россия	['мордовия']
6550	село Булыга-Фадеево, Чугуевский район, Приморский край, Россия	(44.038007, 133.882619)			село булыга-фадеево,чугуевский район,приморский край,россия	['приморский']
6551	Комсомольская улица, 42, село Чугуевка, Чугуевский район, Приморский край, Россия	(44.157014, 133.862802)			комсомольская улица,42,село чугуевка,чугуевский район,приморский край,россия	['приморский']
6552	улица 50 лет Октября, 191, село Чугуевка, Чугуевский район, Приморский край, Россия	(44.158779, 133.860871)			улица 50 лет октября,191,село чугуевка,чугуевский район,приморский край,россия	['приморский']
6553	улица Завьялова, деревня Нижний Армязь, Камбарский район, Удмуртская Республика, Россия	(56.443473, 53.976523)	Табынский сельсовет, Гафурийский район, Республика Башкортостан, Россия	(54.03735, 56.445524)	табынский сельсовет,гафурийский район,республика башкортостан,россия	['удмуртская', 'башкортостан']
6554	село Гуржи-Мохк, Ножай-Юртовский район, Чеченская Республика, Россия	(42.99007, 46.287788)	Приютненский район, Республика Калмыкия, Россия	(46.081911, 43.917125)	приютненский район,республика калмыкия,россия	['калмыкия', 'чеченская']
6555	Красная улица, 40, Щигры, Курская область, Россия	(51.875417, 36.914165)	Каспийское море	(41.720703, 50.824765)	красная улица,40,щигры,курская область,россия	['курская']
6556	улица Петрова, 19, Рузаевка, Республика Мордовия, Россия	(54.072969, 44.954643)	Мангистауский район, Мангистауская область, Казахстан	(44.829901, 52.635634)	улица петрова,19,рузаевка,республика мордовия,россия	['мордовия']
6557	рабочий посёлок Ухолово, Ухоловский район, Рязанская область, Россия	(53.792965, 40.488417)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	рабочий поселок ухолово,ухоловский район,рязанская область,россия	['рязанская']
6558	Юбилейная улица, 27, поселок Восточный, Октябрьский район, Амурская область, Россия	(50.35734, 129.132103)			юбилейная улица,27,поселок восточный,октябрьский район,амурская область,россия	['амурская']
6559	улица Труда, 10, поселок Прибрежный, Самара, Россия	(53.484508, 49.853399)	Каратобинский район, Западно-Казахстанская область, Казахстан	(49.468688, 53.082582)	улица труда,10,поселок прибрежный,самара,россия	['самарская']
6560	улица Ленина, 40, Киселёвск, Кемеровская область, Россия	(54.001664, 86.640021)			улица ленина,40,киселевск,кемеровская область,россия	['кемеровская']
6561	Садовая улица, 5, Киселёвск, Кемеровская область, Россия	(54.036906, 86.665443)			садовая улица,5,киселевск,кемеровская область,россия	['кемеровская']
6562	улица Дружбы, 11, Волжск, Республика Марий Эл, Россия	(55.864823, 48.3368)	пески, Байганинский район, Актюбинская область, Казахстан	(48.218189, 55.743634)	улица дружбы,11,волжск,республика марий эл,россия	['марий эл']
6563	улица Ломоносова, 11, Томари, Сахалинская область, Россия	(47.761699, 142.06151)			улица ломоносова,11,томари,сахалинская область,россия	['сахалинская']
6564	Садовая улица, 6, деревня Вернявино, Палкинский район, Псковская область, Россия	(57.593552, 28.327151)	Керман, Иран	(29.709026, 57.196561)	садовая улица,6,деревня вернявино,палкинский район,псковская область,россия	['псковская']
6565	деревня Васильево, Палкинский район, Псковская область, Россия	(57.620954, 27.922765)	Керман, Иран	(29.709026, 57.196561)	деревня васильево,палкинский район,псковская область,россия	['псковская']
6566	улица Ленина, 72, село Большие Березники, Большеберезниковский район, Республика Мордовия, Россия	(54.17164, 45.961619)	пески, Казахстан	(46.121835, 54.190214)	улица ленина,72,село большие березники,большеберезниковский район,республика мордовия,россия	['мордовия']
6567	улица Мира, село Караидель, Караидельский район, Республика Башкортостан, Россия	(55.849297, 56.879464)	Бардымский муниципальный округ, Пермский край, Россия	(56.893019, 55.660432)	бардымский муниципальный округ,пермский край,россия	['пермский', 'башкортостан']
6568	улица Ленина, село Нижний Мамон, Верхнемамонский район, Воронежская область, Россия	(50.154164, 40.522724)	Каспийское море	(41.720703, 50.824765)	улица ленина,село нижний мамон,верхнемамонский район,воронежская область,россия	['воронежская']
6569	улица Победа, 18, рабочий посёлок Стрелица, Семилукский район, Воронежская область, Россия	(51.609816, 38.902846)	Каспийское море	(41.720703, 50.824765)	улица победа,18,рабочий поселок стрелица,семилукский район,воронежская область,россия	['воронежская']
6570	улица Кирова, село Орловское, Красноперекопский район, Республика Крым, Россия	(45.811565, 33.972074)	Керманшах, Иран	(34.362302, 46.686236)	улица кирова,село орловское,красноперекопский район,республика крым,россия	['крым']
6571	Школьная улица, 6, посёлок Андреевский, Тюменский район, Тюменская область, Россия	(57.061757, 65.800031)	озеро Босманвад, городской округ Усинск, Республика Коми, Россия	(65.806302, 57.052659)	озеро босманвад,городской округ усинск,республика коми,россия	['коми', 'тюменская']
6572	Солнечная улица, 4, деревня Слопыгино, Палкинский район, Псковская область, Россия	(57.579271, 28.098943)	Керман, Иран	(29.709026, 57.196561)	солнечная улица,4,деревня слопыгино,палкинский район,псковская область,россия	['псковская']
6573	улица Связи, 15А, Рязань, Россия	(54.583556, 39.793166)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	улица связи,15а,рязань,россия	['рязанская']
6574	Школьный переулок, 1, поселок Медведки, Сусанинский район, Костромская область, Россия	(58.075112, 41.501016)	Дашогузский велаят, Туркменистан	(41.276368, 58.635141)	школьный переулок,1,поселок медведки,сусанинский район,костромская область,россия	['костромская']
6575	улица Ленина, станица Архангельская, Тихорецкий район, Краснодарский край, Россия	(45.669587, 40.283718)	Гехаркуникская область, Армения	(40.137465, 45.437811)	улица ленина,станица архангельская,тихорецкий район,краснодарский край,россия	['краснодарский']
6576	улица площадь Культуры, 1, село Качаново, Палкинский район, Псковская область, Россия	(57.468676, 27.762739)	Керман, Иран	(29.709026, 57.196561)	улица площадь культуры,1,село качаново,палкинский район,псковская область,россия	['псковская']
6577	улица Карла Маркса, 77, Малоархангельск, Орловская область, Россия	(52.401369, 36.504569)	Мазендеран, Иран	(36.37631, 52.39882)	улица карла маркса,77,малоархангельск,орловская область,россия	['орловская']
6578	Красная улица, 151, Кропоткин, Кавказский район, Краснодарский край, Россия	(45.43179, 40.557543)	Гехаркуникская область, Армения	(40.137465, 45.437811)	красная улица,151,кропоткин,кавказский район,краснодарский край,россия	['краснодарский']
6579	Молодёжная улица, 10, Новокуйбышевск, Самарская область, Россия	(53.088557, 49.96037)	Сырымский район, Западно-Казахстанская область, Казахстан	(50.325986, 52.678107)	молодежная улица,10,новокуйбышевск,самарская область,россия	['самарская']
6580	проспект 100-летия Владивостока, 48, Владивосток, Приморский край, Россия	(43.153556, 131.910081)			проспект 100-летия владивостока,48,владивосток,приморский край,россия	['приморский']
6581	село Беной-Ведено, Ножай-Юртовский район, Чеченская Республика, Россия	(42.954179, 46.284518)	Приютненский район, Республика Калмыкия, Россия	(46.081911, 43.917125)	приютненский район,республика калмыкия,россия	['калмыкия', 'чеченская']
6582	проспект Кирова, 19к1, Мончегорск, Мурманская область, Россия	(67.946825, 32.953448)	провинция Газни, Афганистан	(33.130148, 67.817693)	проспект кирова,19к1,мончегорск,мурманская область,россия	['мурманская']
6583	деревня Бикбулатово, Кугарчинский район, Республика Башкортостан, Россия	(52.722539, 56.755497)	Завьяловский район, Удмуртская Республика, Россия	(56.706918, 53.280274)	завьяловский район,удмуртская республика,россия	['удмуртская', 'башкортостан']
6584	Советская улица, поселок Октябрь, Некоузский район, Ярославская область, Россия	(57.824882, 37.388996)	Северный Хорасан, Иран	(37.370121, 57.114562)	советская улица,поселок октябрь,некоузский район,ярославская область,россия	['ярославская']
6585	квартал Молодёжный, 10, Белоярский, Ханты-Мансийский автономный округ, Россия	(63.715294, 66.678548)	городской округ Воркута, Республика Коми, Россия	(67.140272, 63.910605)	городской округ воркута,республика коми,россия	['ханты-мансийский', 'коми']
6586	улица Чкалова, 10, Рязань, Россия	(54.628059, 39.705886)	хребет Большой Балхан, Балканский велаят, Туркменистан	(39.633493, 54.639704)	улица чкалова,10,рязань,россия	['рязанская']
6587	улица Строителей, 2, рабочий посёлок Кадуй, Кадуйский район, Вологодская область, Россия	(59.208443, 37.104562)	Хорасан-Резави, Иран	(35.67632, 59.144467)	улица строителей,2,рабочий поселок кадуй,кадуйский район,вологодская область,россия	['вологодская']
6588	улица Маяковского, 3, Котлас, Архангельская область, Россия	(61.252827, 46.639353)	Аральский район, Кызылординская область, Казахстан	(46.800724, 61.656067)	улица маяковского,3,котлас,архангельская область,россия	['архангельская']
6589	Молодёжная улица, 10, село Нижнеулу-Елга, Ермекеевский район, Республика Башкортостан, Россия	(54.060065, 53.740562)	Бижбулякский район, Республика Башкортостан, Россия	(53.666173, 54.211477)	бижбулякский район,республика башкортостан,россия	['башкортостан']
6590	проспект Металлургов, 39, Мончегорск, Мурманская область, Россия	(67.93862, 32.940009)	провинция Газни, Афганистан	(33.130148, 67.817693)	проспект металлургов,39,мончегорск,мурманская область,россия	['мурманская']
6591	улица 40 лет Победы, 26А, село Исимово, Кугарчинский район, Республика Башкортостан, Россия	(52.542792, 56.506421)	Можгинский район, Удмуртская Республика, Россия	(56.456647, 52.061)	можгинский район,удмуртская республика,россия	['удмуртская', 'башкортостан']
6592	улица Ленина, 67, посёлок городского типа Глазуновка, Глазуновский район, Орловская область, Россия	(52.495281, 36.31851)	Мазендеран, Иран	(36.37631, 52.39882)	улица ленина,67,поселок городского типа глазуновка,глазуновский район,орловская область,россия	['орловская']
6593	Советская улица, деревня Николаевка, Уфимский район, Республика Башкортостан, Россия	(54.818123, 55.703839)	Дюртюлинский район, Республика Башкортостан, Россия	(55.500116, 54.898086)	дюртюлинский район,республика башкортостан,россия	['башкортостан']
6594	Северная улица, 14, поселок Горный, Ачинский район, Красноярский край, Россия	(56.245065, 90.554591)			северная улица,14,поселок горный,ачинский район,красноярский край,россия	['красноярский']
6595	улица Георгия Димитрова, 7, Самара, Россия	(53.251428, 50.238875)	Сырымский район, Западно-Казахстанская область, Казахстан	(50.325986, 52.678107)	улица георгия димитрова,7,самара,россия	['самарская']
6596	улица Ленина, 22, хутор Свободный, Приморско-Ахтарский район, Краснодарский край, Россия	(45.944732, 38.365824)	Восточный Азербайджан, Иран	(37.952036, 46.717587)	улица ленина,22,хутор свободный,приморско-ахтарский район,краснодарский край,россия	['краснодарский']
6597	улица Мацокина, станица Степная, Приморско-Ахтарский район, Краснодарский край, Россия	(45.753382, 38.439603)	город Меренд, Иран	(38.43557, 45.758887)	улица мацокина,станица степная,приморско-ахтарский район,краснодарский край,россия	['краснодарский']
6598	село Сытинка, Лунинский район, Пензенская область, Россия	(53.657241, 44.944717)	Мангистауский район, Мангистауская область, Казахстан	(44.829901, 52.635634)	село сытинка,лунинский район,пензенская область,россия	['пензенская']
6599	улица Ленина, 14А, посёлок Волга, Некоузский район, Ярославская область, Россия	(57.950581, 38.384482)	Ахалский велаят, Туркменистан	(38.687046, 58.900314)	улица ленина,14а,поселок волга,некоузский район,ярославская область,россия	['ярославская']
6600	улица Гайдара, 10, Ливны, Орловская область, Россия	(52.408918, 37.579897)	Каспийское море	(41.720703, 50.824765)	улица гайдара,10,ливны,орловская область,россия	['орловская']
6601	Московская улица, 106Б, Ливны, Орловская область, Россия	(52.433254, 37.61388)	Каспийское море	(41.720703, 50.824765)	московская улица,106б,ливны,орловская область,россия	['орловская']
6602	М-2 Крым, 334-й километр, Мценский район, Орловская область, Россия	(53.183641, 36.413057)	Мазендеран, Иран	(36.37631, 52.39882)	м-2 крым,334-й километр,мценский район,орловская область,россия	['орловская']
6603	деревня Александровка, сельское поселение Александровский сельсовет, Советский район, Курская область, Россия	(51.731968, 37.628146)	Каспийское море	(41.720703, 50.824765)	деревня александровка,сельское поселение александровский сельсовет,советский район,курская область,россия	['курская']
6604	Молодёжная улица, 8, село Черемошны, Мценский район, Орловская область, Россия	(53.159756, 36.841635)	Каспийское море	(41.720703, 50.824765)	молодежная улица,8,село черемошны,мценский район,орловская область,россия	['орловская']
6605	Лесная улица, деревня Мелынь, Мценский район, Орловская область, Россия	(53.089119, 36.752665)	Мазендеран, Иран	(36.37631, 52.39882)	лесная улица,деревня мелынь,мценский район,орловская область,россия	['орловская']
6606	улица Победы, 46, Советск, Калининградская область, Россия	(55.081235, 21.903406)	пустыня Руб-эль-Хали	(20.477808, 50.679669)	улица победы,46,советск,калининградская область,россия	['калининградская']
6607	улица имени Вадима Сивкова, 158, Ижевск, Удмуртская Республика, Россия	(56.844727, 53.206774)	Мелеузовский район, Республика Башкортостан, Россия	(53.024411, 56.228042)	мелеузовский район,республика башкортостан,россия	['удмуртская', 'башкортостан']
6608	Южный переулок, 12, Рязань, Россия	(54.604176, 39.76469)	хребет Большой Балхан, Балканский велаят, Туркменистан	(39.633493, 54.639704)	южный переулок,12,рязань,россия	['рязанская']
6609	улица Мира, 217, Ливны, Орловская область, Россия	(52.402737, 37.564868)	Каспийское море	(41.720703, 50.824765)	улица мира,217,ливны,орловская область,россия	['орловская']
6610	село Лацкое, Веретейское сельское поселение, Некоузский район, Ярославская область, Россия	(58.075212, 38.121788)	Ахалский велаят, Туркменистан	(38.687046, 58.900314)	село лацкое,веретейское сельское поселение,некоузский район,ярославская область,россия	['ярославская']
6611	поселок 1-е Шемякино, Курский район, Курская область, Россия	(51.934988, 36.028614)	Мазендеран, Иран	(36.37631, 52.39882)	поселок 1-е шемякино,курский район,курская область,россия	['курская']
6612	Молодёжная улица, 4, посёлок городского типа Солнечнодольск, Изобильненский городской округ, Ставропольский край, Россия	(45.293952, 41.49268)	Гардабанский муниципалитет, край Квемо Картли, Грузия	(41.61512, 45.048697)	молодежная улица,4,поселок городского типа солнечнодольск,изобильненский городской округ,ставропольский край,россия	['ставропольский']
6613	Школьный переулок, станица Новотроицкая, Изобильненский городской округ, Ставропольский край, Россия	(45.377799, 41.536886)	Сагареджойский муниципалитет, край Кахетия, Грузия	(41.674288, 45.384029)	школьный переулок,станица новотроицкая,изобильненский городской округ,ставропольский край,россия	['ставропольский']
6614	Никольская улица, 17, село Спасское-Лутовиново, Мценский район, Орловская область, Россия	(53.37035, 36.623155)	Мазендеран, Иран	(36.37631, 52.39882)	никольская улица,17,село спасское-лутовиново,мценский район,орловская область,россия	['орловская']
6615	Большая Советская улица, 88, село Ульяново, Ульяновский район, Калужская область, Россия	(53.722857, 35.529465)	Семнан, Иран	(35.338614, 54.724559)	большая советская улица,88,село ульяново,ульяновский район,калужская область,россия	['калужская']
6616	село Нижнее Турово, Нижнедевицкий район, Воронежская область, Россия	(51.534868, 38.600464)	Каспийское море	(41.720703, 50.824765)	село нижнее турово,нижнедевицкий район,воронежская область,россия	['воронежская']
6617	Мценск, Орловская область, Россия	(53.278939, 36.575006)	Мазендеран, Иран	(36.37631, 52.39882)	мценск,орловская область,россия	['орловская']
6618	село Михнево, Нижнедевицкий район, Воронежская область, Россия	(51.469182, 38.547868)	Каспийское море	(41.720703, 50.824765)	село михнево,нижнедевицкий район,воронежская область,россия	['воронежская']
6619	деревня Высокое, Мценский район, Орловская область, Россия	(53.115779, 36.729624)	Мазендеран, Иран	(36.37631, 52.39882)	деревня высокое,мценский район,орловская область,россия	['орловская']
6620	Советский проспект, 18, Березники, муниципальное образование Город Березники, Пермский край, Россия	(59.411136, 56.786174)	Нижнесергинский район, Свердловская область, Россия	(56.600505, 59.461815)	нижнесергинский район,свердловская область,россия	['пермский', 'свердловская']
6621	улица Мира, 67, Березники, муниципальное образование Город Березники, Пермский край, Россия	(59.406891, 56.845499)	Нижнесергинский район, Свердловская область, Россия	(56.600505, 59.461815)	нижнесергинский район,свердловская область,россия	['пермский', 'свердловская']
6622	Студенческая улица, 1А, посёлок Адамовка, Адамовский район, Оренбургская область, Россия	(51.516746, 59.931616)	Нагорский район, Кировская область, Россия	(59.553156, 50.78099)	нагорский район,кировская область,россия	['оренбургская', 'кировская']
6623	улица Свердлова, 27, Березники, муниципальное образование Город Березники, Пермский край, Россия	(59.401409, 56.826985)	Нижние Серги-3, Нижнесергинский район, Свердловская область, Россия	(56.826956, 59.399275)	нижние серги-3,нижнесергинский район,свердловская область,россия	['пермский', 'свердловская']
6624	село Старая Степановка, Лунинский район, Пензенская область, Россия	(53.761875, 45.170877)	Мангистауский район, Мангистауская область, Казахстан	(44.829901, 52.635634)	село старая степановка,лунинский район,пензенская область,россия	['пензенская']
6625	улица Красный Путь, 81, Омск, Россия	(54.999449, 73.352995)	остров Южный, городской округ Новая Земля, Архангельская область, Россия	(71.950782, 54.450546)	остров южный,городской округ новая земля,архангельская область,россия	['омская', 'архангельская']
6626	улица Чичерина, 10, посёлок Трудовое, Владивостокский городской округ, Приморский край, Россия	(43.299781, 132.066675)			улица чичерина,10,поселок трудовое,владивостокский городской округ,приморский край,россия	['приморский']
6627	улица Ленина, 15, Анжеро-Судженск, Кемеровская область, Россия	(56.077242, 86.021522)			улица ленина,15,анжеро-судженск,кемеровская область,россия	['кемеровская']
